time,X,Y,Theta
0.0,0.88,0.32,0.020334806
0.0,0.92,0.32,0.030624945
0.0,0.96,0.32,0.042402476
0.0,1.0,0.32,0.0553372
0.0,0.0,0.36,0.019174784
0.0,0.04,0.36,0.01664919
0.0,0.08,0.36,0.013895165
0.0,0.12,0.36,0.010953888
0.0,0.16,0.36,0.007869624
0.0,0.2,0.36,0.004719097
0.0,0.24,0.36,0.0015871748
0.0,0.28,0.36,-0.0014413819
0.0,0.32,0.36,-0.0042912997
0.0,0.36,0.36,-0.0068922527
0.0,0.4,0.36,-0.009174213
0.0,0.44,0.36,-0.011063755
0.0,0.48,0.36,-0.0124816075
0.0,0.52,0.36,-0.013344981
0.0,0.56,0.36,-0.01356522
0.0,0.6,0.36,-0.013050616
0.0,0.64,0.36,-0.01170399
0.0,0.68,0.36,-0.009423524
0.0,0.72,0.36,-0.006104663
0.0,0.76,0.36,-0.0016349517
0.0,0.8,0.36,0.00411696
0.0,0.84,0.36,0.011269707
0.0,0.88,0.36,0.01993956
0.0,0.92,0.36,0.030224334
0.0,0.96,0.36,0.042029783
0.0,1.0,0.36,0.055025313
0.0,0.0,0.4,0.018870942
0.0,0.04,0.4,0.016352199
0.0,0.08,0.4,0.013604872
0.0,0.12,0.4,0.010668494
0.0,0.16,0.4,0.00758449
0.0,0.2,0.4,0.0044352002
0.0,0.24,0.4,0.0013054013
0.0,0.28,0.4,-0.0017215684
0.0,0.32,0.4,-0.004571043
0.0,0.36,0.4,-0.0071729906
0.0,0.4,0.4,-0.00945273
0.0,0.44,0.4,-0.011338979
0.0,0.48,0.4,-0.012755021
0.0,0.52,0.4,-0.013619229
0.0,0.56,0.4,-0.013843685
0.0,0.6,0.4,-0.013335697
0.0,0.64,0.4,-0.011995681
0.0,0.68,0.4,-0.009724811
0.0,0.72,0.4,-0.0064176507
0.0,0.76,0.4,-0.0019634925
0.0,0.8,0.4,0.0037699677
0.0,0.84,0.4,0.010901462
0.0,0.88,0.4,0.019549906
0.0,0.92,0.4,0.029826295
0.0,0.96,0.4,0.041657347
0.0,1.0,0.4,0.05470614
0.0,0.0,0.44,0.018583298
0.0,0.04,0.44,0.016071841
0.0,0.08,0.44,0.013331257
0.0,0.12,0.44,0.010398392
0.0,0.16,0.44,0.0073158704
0.0,0.2,0.44,0.0041686706
0.0,0.24,0.44,0.0010416061
0.0,0.28,0.44,-0.0019829907
0.0,0.32,0.44,-0.004831195
0.0,0.36,0.44,-0.0074333698
0.0,0.4,0.44,-0.009714708
0.0,0.44,0.44,-0.011598684
0.0,0.48,0.44,-0.013012923
0.0,0.52,0.44,-0.013877481
0.0,0.56,0.44,-0.014105059
0.0,0.6,0.44,-0.013602935
0.0,0.64,0.44,-0.012268789
0.0,0.68,0.44,-0.010005027
0.0,0.72,0.44,-0.0067074
0.0,0.76,0.44,-0.0022670925
0.0,0.8,0.44,0.0034491494
0.0,0.84,0.44,0.010558866
0.0,0.88,0.44,0.019180275
0.0,0.92,0.44,0.029436175
0.0,0.96,0.44,0.041285038
0.0,1.0,0.44,0.054379527
0.0,0.0,0.48,0.018311635
0.0,0.04,0.48,0.015807517
0.0,0.08,0.48,0.013074908
0.0,0.12,0.48,0.010144111
0.0,0.16,0.48,0.007063616
0.0,0.2,0.48,0.0039188303
0.0,0.24,0.48,0.00079553947
0.0,0.28,0.48,-0.0022255965
0.0,0.32,0.48,-0.0050716177
0.0,0.36,0.48,-0.007672891
0.0,0.4,0.48,-0.009955637
0.0,0.44,0.48,-0.011842273
0.0,0.48,0.48,-0.013254926
0.0,0.52,0.48,-0.014119141
0.0,0.56,0.48,-0.014348909
0.0,0.6,0.48,-0.0138513
0.0,0.64,0.48,-0.012523085
0.0,0.68,0.48,-0.010264114
0.0,0.72,0.48,-0.006974496
0.0,0.76,0.48,-0.0025453717
0.0,0.8,0.48,0.0031550527
0.0,0.84,0.48,0.010244895
0.0,0.88,0.48,0.018840581
0.0,0.92,0.48,0.029072618
0.0,0.96,0.48,0.040928766
0.0,1.0,0.48,0.054054447
0.0,0.0,0.52,0.018055834
0.0,0.04,0.52,0.015559677
0.0,0.08,0.52,0.012834355
0.0,0.12,0.52,0.009904847
0.0,0.16,0.52,0.0068272576
0.0,0.2,0.52,0.003685791
0.0,0.24,0.52,0.0005667284
0.0,0.28,0.52,-0.0024500638
0.0,0.32,0.52,-0.0052927956
0.0,0.36,0.52,-0.0078922175
0.0,0.4,0.52,-0.01017499
0.0,0.44,0.52,-0.012063667
0.0,0.48,0.52,-0.013479784
0.0,0.52,0.52,-0.014343515
0.0,0.56,0.52,-0.014575079
0.0,0.6,0.52,-0.014081165
0.0,0.64,0.52,-0.012757607
0.0,0.68,0.52,-0.010502122
0.0,0.72,0.52,-0.0072188415
0.0,0.76,0.52,-0.0027995296
0.0,0.8,0.52,0.0028875694
0.0,0.84,0.52,0.009958401
0.0,0.88,0.52,0.018531092
0.0,0.92,0.52,0.028737783
0.0,0.96,0.52,0.040598225
0.0,1.0,0.52,0.05375473
0.0,0.0,0.56,0.017815478
0.0,0.04,0.56,0.015327439
0.0,0.08,0.56,0.01260858
0.0,0.12,0.56,0.009680837
0.0,0.16,0.56,0.0066064894
0.0,0.2,0.56,0.003469415
0.0,0.24,0.56,0.00035537407
0.0,0.28,0.56,-0.0026565678
0.0,0.32,0.56,-0.005495347
0.0,0.36,0.56,-0.008091986
0.0,0.4,0.56,-0.010373406
0.0,0.44,0.56,-0.012262978
0.0,0.48,0.56,-0.01368244
0.0,0.52,0.56,-0.014549874
0.0,0.56,0.56,-0.014783025
0.0,0.6,0.56,-0.014291674
0.0,0.64,0.56,-0.01297047
0.0,0.68,0.56,-0.0107182935
0.0,0.72,0.56,-0.0074403584
0.0,0.76,0.56,-0.0030290484
0.0,0.8,0.56,0.0026458427
0.0,0.84,0.56,0.009699907
0.0,0.88,0.56,0.01825041
0.0,0.92,0.56,0.02843133
0.0,0.96,0.56,0.04029385
0.0,1.0,0.56,0.053484373
0.0,0.0,0.6,0.017590545
0.0,0.04,0.6,0.015111156
0.0,0.08,0.6,0.012396716
0.0,0.12,0.6,0.009471454
0.0,0.16,0.6,0.006401092
0.0,0.2,0.6,0.0032689609
0.0,0.24,0.6,0.00016090274
0.0,0.28,0.6,-0.0028452687
0.0,0.32,0.6,-0.005679138
0.0,0.36,0.6,-0.008272126
0.0,0.4,0.6,-0.010551348
0.0,0.44,0.6,-0.012440704
0.0,0.48,0.6,-0.013861954
0.0,0.52,0.6,-0.014734
0.0,0.56,0.6,-0.0149720535
0.0,0.6,0.6,-0.0144822
0.0,0.64,0.6,-0.0131616965
0.0,0.68,0.6,-0.010912724
0.0,0.72,0.6,-0.007638864
0.0,0.76,0.6,-0.0032339878
0.0,0.8,0.6,0.0024301223
0.0,0.84,0.6,0.009469122
0.0,0.88,0.6,0.0179995
0.0,0.92,0.6,0.02815489
0.0,0.96,0.6,0.040015094
0.0,1.0,0.6,0.05324296
0.0,0.0,0.64,0.017381113
0.0,0.04,0.64,0.014909498
0.0,0.08,0.64,0.012199365
0.0,0.12,0.64,0.009276651
0.0,0.16,0.64,0.0062111765
0.0,0.2,0.64,0.0030845664
0.0,0.24,0.64,-1.654774e-05
0.0,0.28,0.64,-0.0030164942
0.0,0.32,0.64,-0.0058444366
0.0,0.36,0.64,-0.008432988
0.0,0.4,0.64,-0.010708913
0.0,0.44,0.64,-0.012596972
0.0,0.48,0.64,-0.014018543
0.0,0.52,0.64,-0.014893949
0.0,0.56,0.64,-0.015138358
0.0,0.6,0.64,-0.014651477
0.0,0.64,0.64,-0.013330951
0.0,0.68,0.64,-0.011084363
0.0,0.72,0.64,-0.007813953
0.0,0.76,0.64,-0.0034147166
0.0,0.8,0.64,0.0022402704
0.0,0.84,0.64,0.009265628
0.0,0.88,0.64,0.017777253
0.0,0.92,0.64,0.02790888
0.0,0.96,0.64,0.03976143
0.0,1.0,0.64,0.053030282
0.0,0.0,0.68,0.017186325
0.0,0.04,0.68,0.014721595
0.0,0.08,0.68,0.012015376
0.0,0.12,0.68,0.009096075
0.0,0.16,0.68,0.006036002
0.0,0.2,0.68,0.0029157065
0.0,0.24,0.68,-0.00017803162
0.0,0.28,0.68,-0.0031705573
0.0,0.32,0.68,-0.0059920214
0.0,0.36,0.68,-0.00857478
0.0,0.4,0.68,-0.010846421
0.0,0.44,0.68,-0.012731984
0.0,0.48,0.68,-0.014153108
0.0,0.52,0.68,-0.015029997
0.0,0.56,0.68,-0.0152791515
0.0,0.6,0.68,-0.0147963315
0.0,0.64,0.68,-0.0134774
0.0,0.68,0.68,-0.011232488
0.0,0.72,0.68,-0.007965416
0.0,0.76,0.68,-0.003570225
0.0,0.8,0.68,0.0020765513
0.0,0.84,0.68,0.009089332
0.0,0.88,0.68,0.017583907
0.0,0.92,0.68,0.027693423
0.0,0.96,0.68,0.039533734
0.0,1.0,0.68,0.05285013
0.0,0.0,0.72,0.017005235
0.0,0.04,0.72,0.014546979
0.0,0.08,0.72,0.011845127
0.0,0.12,0.72,0.008929491
0.0,0.16,0.72,0.0058751814
0.0,0.2,0.72,0.002762258
0.0,0.24,0.72,-0.0003233254
0.0,0.28,0.72,-0.0033077635
0.0,0.32,0.72,-0.006121576
0.0,0.36,0.72,-0.0086978525
0.0,0.4,0.72,-0.010964364
0.0,0.44,0.72,-0.012846209
0.0,0.48,0.72,-0.014265776
0.0,0.52,0.72,-0.015143022
0.0,0.56,0.72,-0.015394665
0.0,0.6,0.72,-0.014913127
0.0,0.64,0.72,-0.013598591
0.0,0.68,0.72,-0.011356585
0.0,0.72,0.72,-0.008092664
0.0,0.76,0.72,-0.0037005283
0.0,0.8,0.72,0.0019393973
0.0,0.84,0.72,0.00894038
0.0,0.88,0.72,0.017418962
0.0,0.92,0.72,0.027507622
0.0,0.96,0.72,0.039335314
0.0,1.0,0.72,0.052705858
0.0,0.0,0.76,0.016833898
0.0,0.04,0.76,0.014386166
0.0,0.08,0.76,0.011687744
0.0,0.12,0.76,0.008776642
0.0,0.16,0.76,0.005728647
0.0,0.2,0.76,0.00262383
0.0,0.24,0.76,-0.0004528053
0.0,0.28,0.76,-0.0034288056
0.0,0.32,0.76,-0.006234102
0.0,0.36,0.76,-0.008802831
0.0,0.4,0.76,-0.011063412
0.0,0.44,0.76,-0.012940325
0.0,0.48,0.76,-0.014356993
0.0,0.52,0.76,-0.015233584
0.0,0.56,0.76,-0.015484676
0.0,0.6,0.76,-0.015002601
0.0,0.64,0.76,-0.013690896
0.0,0.68,0.76,-0.011454664
0.0,0.72,0.76,-0.008194625
0.0,0.76,0.76,-0.0038054213
0.0,0.8,0.76,0.0018290728
0.0,0.84,0.76,0.008819513
0.0,0.88,0.76,0.017282918
0.0,0.92,0.76,0.027352437
0.0,0.96,0.76,0.03917229
0.0,1.0,0.76,0.052598353
0.0,0.0,0.8,0.016671464
0.0,0.04,0.8,0.014237884
0.0,0.08,0.8,0.011543591
0.0,0.12,0.8,0.008637078
0.0,0.16,0.8,0.0055960305
0.0,0.2,0.8,0.0025003254
0.0,0.24,0.8,-0.0005669184
0.0,0.28,0.8,-0.003533177
0.0,0.32,0.8,-0.006329786
0.0,0.36,0.8,-0.008889988
0.0,0.4,0.8,-0.011143327
0.0,0.44,0.8,-0.013014443
0.0,0.48,0.8,-0.014427036
0.0,0.52,0.8,-0.015301287
0.0,0.56,0.8,-0.015549026
0.0,0.6,0.8,-0.015065365
0.0,0.64,0.8,-0.013754711
0.0,0.68,0.8,-0.01152277
0.0,0.72,0.8,-0.008269839
0.0,0.76,0.8,-0.0038845725
0.0,0.8,0.8,0.001745332
0.0,0.84,0.8,0.008727569
0.0,0.88,0.8,0.01717648
0.0,0.92,0.8,0.027230488
0.0,0.96,0.8,0.039046876
0.0,1.0,0.8,0.052527554
0.0,0.0,0.84,0.01651974
0.0,0.04,0.84,0.014102377
0.0,0.08,0.84,0.011413246
0.0,0.12,0.84,0.008511532
0.0,0.16,0.84,0.005477719
0.0,0.2,0.84,0.0023917295
0.0,0.24,0.84,-0.0006656386
0.0,0.28,0.84,-0.0036220253
0.0,0.32,0.84,-0.006408777
0.0,0.36,0.84,-0.008959979
0.0,0.4,0.84,-0.011204928
0.0,0.44,0.84,-0.0130692795
0.0,0.48,0.84,-0.014476404
0.0,0.52,0.84,-0.015346259
0.0,0.56,0.84,-0.015588537
0.0,0.6,0.84,-0.015101589
0.0,0.64,0.84,-0.013790429
0.0,0.68,0.84,-0.01156117
0.0,0.72,0.84,-0.00831417
0.0,0.76,0.84,-0.0039370954
0.0,0.8,0.84,0.0016891211
0.0,0.84,0.84,0.008663282
0.0,0.88,0.84,0.017101146
0.0,0.92,0.84,0.027146261
0.0,0.96,0.84,0.038961384
0.0,1.0,0.84,0.05249282
0.0,0.0,0.88,0.016376711
0.0,0.04,0.88,0.013980262
0.0,0.08,0.88,0.011300862
0.0,0.12,0.88,0.008404508
0.0,0.16,0.88,0.0053781345
0.0,0.2,0.88,0.002301883
0.0,0.24,0.88,-0.0007450171
0.0,0.28,0.88,-0.003691122
0.0,0.32,0.88,-0.0064679235
0.0,0.36,0.88,-0.009010017
0.0,0.4,0.88,-0.011246726
0.0,0.44,0.88,-0.013103768
0.0,0.48,0.88,-0.014505006
0.0,0.52,0.88,-0.015369095
0.0,0.56,0.88,-0.015603878
0.0,0.6,0.88,-0.015112005
0.0,0.64,0.88,-0.013798714
0.0,0.68,0.88,-0.011570044
0.0,0.72,0.88,-0.008327175
0.0,0.76,0.88,-0.003957428
0.0,0.8,0.88,0.0016603619
0.0,0.84,0.88,0.008628115
0.0,0.88,0.88,0.017060697
0.0,0.92,0.88,0.02710128
0.0,0.96,0.88,0.03891847
0.0,1.0,0.88,0.05249589
0.0,0.0,0.92,0.016239174
0.0,0.04,0.92,0.013865188
0.0,0.08,0.92,0.011203058
0.0,0.12,0.92,0.008315451
0.0,0.16,0.92,0.0052968115
0.0,0.2,0.92,0.002231717
0.0,0.24,0.92,-0.0008043237
0.0,0.28,0.92,-0.0037396885
0.0,0.32,0.92,-0.006505877
0.0,0.36,0.92,-0.009037472
0.0,0.4,0.92,-0.011264935
0.0,0.44,0.92,-0.013114192
0.0,0.48,0.92,-0.014508501
0.0,0.52,0.92,-0.0153656155
0.0,0.56,0.92,-0.015592322
0.0,0.6,0.92,-0.0150946975
0.0,0.64,0.92,-0.013778552
0.0,0.68,0.92,-0.011549816
0.0,0.72,0.92,-0.008309357
0.0,0.76,0.92,-0.0039449073
0.0,0.8,0.92,0.0016625598
0.0,0.84,0.92,0.008625194
0.0,0.88,0.92,0.017055277
0.0,0.92,0.92,0.02709682
0.0,0.96,0.92,0.038919624
0.0,1.0,0.92,0.05253779
0.0,0.0,0.96,0.016107008
0.0,0.04,0.96,0.0137550235
0.0,0.08,0.96,0.011111379
0.0,0.12,0.96,0.008239504
0.0,0.16,0.96,0.0052337423
0.0,0.2,0.96,0.0021806695
0.0,0.24,0.96,-0.0008438006
0.0,0.28,0.96,-0.0037676804
0.0,0.32,0.96,-0.006522525
0.0,0.36,0.96,-0.009043217
0.0,0.4,0.96,-0.01126086
0.0,0.44,0.96,-0.0131009
0.0,0.48,0.96,-0.014486387
0.0,0.52,0.96,-0.015334725
0.0,0.56,0.96,-0.01555112
0.0,0.6,0.96,-0.015046723
0.0,0.64,0.96,-0.013726637
0.0,0.68,0.96,-0.011496887
0.0,0.72,0.96,-0.008258622
0.0,0.76,0.96,-0.003899224
0.0,0.8,0.96,0.0017006323
0.0,0.84,0.96,0.008658692
0.0,0.88,0.96,0.01708544
0.0,0.92,0.96,0.02713586
0.0,0.96,0.96,0.03896575
0.0,1.0,0.96,0.052620426
0.0,0.0,1.0,0.015980087
0.0,0.04,1.0,0.013649516
0.0,0.08,1.0,0.011026114
0.0,0.12,1.0,0.008172065
0.0,0.16,1.0,0.0051819086
0.0,0.2,1.0,0.0021462403
0.0,0.24,1.0,-0.0008644238
0.0,0.28,1.0,-0.003776092
0.0,0.32,1.0,-0.0065185167
0.0,0.36,1.0,-0.009027824
0.0,0.4,1.0,-0.011234269
0.0,0.44,1.0,-0.013064481
0.0,0.48,1.0,-0.014439449
0.0,0.52,1.0,-0.015276432
0.0,0.56,1.0,-0.015481561
0.0,0.6,1.0,-0.014968529
0.0,0.64,1.0,-0.0136430785
0.0,0.68,1.0,-0.011410765
0.0,0.72,1.0,-0.00817249
0.0,0.76,1.0,-0.0038161725
0.0,0.8,1.0,0.0017809197
0.0,0.84,1.0,0.008733861
0.0,0.88,1.0,0.017156936
0.0,0.92,1.0,0.027218029
0.0,0.96,1.0,0.039056957
0.0,1.0,1.0,0.052744877
0.25,0.0,0.0,-0.0071692765
0.25,0.04,0.0,-0.0020046681
0.25,0.08,0.0,0.0031252056
0.25,0.12,0.0,0.008256536
0.25,0.16,0.0,0.013441678
0.25,0.2,0.0,0.018756643
0.25,0.24,0.0,0.024266092
0.25,0.28,0.0,0.030047126
0.25,0.32,0.0,0.036165476
0.25,0.36,0.0,0.042687446
0.25,0.4,0.0,0.04968029
0.25,0.44,0.0,0.05721242
0.25,0.48,0.0,0.06535402
0.25,0.52,0.0,0.07417737
0.25,0.56,0.0,0.08375698
0.25,0.6,0.0,0.094164506
0.25,0.64,0.0,0.10547519
0.25,0.68,0.0,0.11777049
0.25,0.72,0.0,0.13112788
0.25,0.76,0.0,0.14563268
0.25,0.8,0.0,0.1613819
0.25,0.84,0.0,0.17847474
0.25,0.88,0.0,0.19700068
0.25,0.92,0.0,0.21702978
0.25,0.96,0.0,0.23858677
0.25,1.0,0.0,0.2615329
0.25,0.0,0.04,-0.0071851052
0.25,0.04,0.04,-0.0020257756
0.25,0.08,0.04,0.0030979104
0.25,0.12,0.04,0.008222219
0.25,0.16,0.04,0.013402913
0.25,0.2,0.04,0.018720776
0.25,0.24,0.04,0.02424148
0.25,0.28,0.04,0.030033171
0.25,0.32,0.04,0.036161385
0.25,0.36,0.04,0.042691983
0.25,0.4,0.04,0.049692117
0.25,0.44,0.04,0.05722989
0.25,0.48,0.04,0.065375276
0.25,0.52,0.04,0.074200265
0.25,0.56,0.04,0.08377922
0.25,0.6,0.04,0.094187684
0.25,0.64,0.04,0.105497055
0.25,0.68,0.04,0.11778834
0.25,0.72,0.04,0.13114366
0.25,0.76,0.04,0.1456445
0.25,0.8,0.04,0.16138671
0.25,0.84,0.04,0.17847112
0.25,0.88,0.04,0.19699071
0.25,0.92,0.04,0.21702859
0.25,0.96,0.04,0.23861353
0.25,1.0,0.04,0.26162136
0.25,0.0,0.08,-0.0072085224
0.25,0.04,0.08,-0.0020545945
0.25,0.08,0.08,0.0030632801
0.25,0.12,0.08,0.00818193
0.25,0.16,0.08,0.013358489
0.25,0.2,0.08,0.01867215
0.25,0.24,0.08,0.02419855
0.25,0.28,0.08,0.030001193
0.25,0.32,0.08,0.036139715
0.25,0.36,0.08,0.042679414
0.25,0.4,0.08,0.04968769
0.25,0.44,0.08,0.05723228
0.25,0.48,0.08,0.06538277
0.25,0.52,0.08,0.07420995
0.25,0.56,0.08,0.08378808
0.25,0.6,0.08,0.09419393
0.25,0.64,0.08,0.10550378
0.25,0.68,0.08,0.11779271
0.25,0.72,0.08,0.1311456
