time,mean_absolute_error,max_absolute_error,l2_error
0.0,0.015625646410187866,0.06349158,0.564071398137105
0.25,0.030812840781952025,0.0645499003323379,0.931317525739756
0.5,0.010131802321965465,0.0367521020897007,0.33049221161574577
0.75,0.05778126569868308,0.17597116957463563,2.0105700165035887
1.0,0.12741225785196417,0.3334416930077925,4.139144282423649
