time,mean_absolute_error,max_absolute_error,l2_error
0.0,0.015625646410187866,0.06349158,0.564071398137105
0.25,0.03163901336899477,0.0670690914738232,0.959258730003011
0.5,0.009795773218904184,0.0317908205273538,0.300878443849788
0.75,0.05492055302333425,0.16881812204084953,1.919065063866301
1.0,0.12363033180198328,0.3242312831270888,4.0186531233861755
